item_id_a	item_id_b	mode	action	is_directional	a_is_acting	score
511145.b0646	511145.b2069	binding		f	f	185
511145.b0646	511145.b2069	catalysis		t	f	152
511145.b0646	511145.b2069	catalysis		t	t	152
511145.b0646	511145.b2069	reaction		f	f	152
511145.b0646	511145.b2069	reaction		t	f	152
511145.b0646	511145.b2069	reaction		t	t	152
511145.b0646	511145.b2526	binding		f	f	185
511145.b0646	511145.b2526	catalysis		t	f	152
511145.b0646	511145.b2526	catalysis		t	t	152
511145.b0646	511145.b2526	reaction		f	f	152
511145.b0646	511145.b2526	reaction		t	f	152
511145.b0646	511145.b2526	reaction		t	t	152
511145.b0646	511145.b3605	catalysis		t	t	161
511145.b0646	511145.b3527	catalysis		t	f	161
511145.b0647	511145.b2370	binding		f	f	152
511145.b0649	511145.b0014	reaction		t	t	152
511145.b0649	511145.b0321	binding		f	f	161
511145.b0649	511145.b0321	catalysis		t	f	161
511145.b0649	511145.b0321	catalysis		t	t	161
511145.b0649	511145.b0650	binding		f	f	185
511145.b0649	511145.b0650	catalysis		t	f	152
511145.b0649	511145.b0650	catalysis		t	t	152
511145.b0649	511145.b0650	reaction		f	f	152
511145.b0649	511145.b0650	reaction		t	f	152
511145.b0649	511145.b0650	reaction		t	t	152
511145.b0649	511145.b1494	catalysis		t	f	161
511145.b0649	511145.b2069	binding		f	f	185
511145.b0649	511145.b2069	catalysis		t	f	152
511145.b0649	511145.b2069	catalysis		t	t	152
511145.b0649	511145.b2069	reaction		f	f	152
511145.b0649	511145.b2069	reaction		t	f	152
511145.b0649	511145.b2069	reaction		t	t	152
511145.b0649	511145.b2526	binding		f	f	185
511145.b0649	511145.b2526	catalysis		t	f	152
511145.b0649	511145.b2526	catalysis		t	t	152
511145.b0649	511145.b2526	reaction		f	f	152
511145.b0649	511145.b2526	reaction		t	f	152
511145.b0649	511145.b2526	reaction		t	t	152
511145.b0649	511145.b3527	catalysis		t	f	161
511145.b0649	511145.b3605	binding		f	f	161
511145.b0649	511145.b3605	catalysis		t	f	161
511145.b0649	511145.b3605	catalysis		t	t	161
511145.b0649	511145.b0014	binding		f	f	185
511145.b0649	511145.b0014	catalysis		t	f	152
511145.b0649	511145.b0014	catalysis		t	t	152
511145.b0649	511145.b0014	reaction		f	f	152
511145.b0649	511145.b0014	reaction		t	f	152
511145.b0650	511145.b0649	catalysis		t	f	152
511145.b0650	511145.b0649	catalysis		t	t	152
511145.b0650	511145.b0649	reaction		f	f	152
511145.b0650	511145.b0649	reaction		t	f	152
511145.b0650	511145.b0649	reaction		t	t	152
511145.b0650	511145.b0723	binding		f	f	163
511145.b0650	511145.b0724	binding		f	f	161
511145.b0650	511145.b0015	activation	activation	t	f	165
511145.b0650	511145.b0015	binding		f	f	165
511145.b0650	511145.b0015	catalysis		t	f	165
511145.b0650	511145.b0015	catalysis		t	t	165
511145.b0650	511145.b0015	inhibition	inhibition	f	f	165
511145.b0650	511145.b0015	reaction		f	f	165
511145.b0650	511145.b0015	reaction		t	f	165
511145.b0650	511145.b0015	reaction		t	t	165
511145.b0650	511145.b0055	catalysis		t	f	171
511145.b0650	511145.b0055	catalysis		t	t	171
511145.b0650	511145.b0055	reaction		f	f	171
511145.b0650	511145.b0055	reaction		t	f	171
511145.b0650	511145.b0055	reaction		t	t	171
511145.b0650	511145.b0318	binding		f	f	181
511145.b0650	511145.b0473	binding		f	f	237
511145.b0650	511145.b0473	reaction		f	f	237
511145.b0650	511145.b0473	reaction		t	f	237
511145.b0650	511145.b0473	reaction		t	t	237
511145.b0650	511145.b0525	binding		f	f	165
511145.b0650	511145.b0525	catalysis		t	f	165
511145.b0650	511145.b0525	catalysis		t	t	165
511145.b0650	511145.b0525	reaction		f	f	165
511145.b0650	511145.b0525	reaction		t	f	165
511145.b0650	511145.b0525	reaction		t	t	165
511145.b0650	511145.b0646	binding		f	f	185
511145.b0650	511145.b0646	catalysis		t	f	152
511145.b0650	511145.b0646	catalysis		t	t	152
511145.b0650	511145.b0646	reaction		f	f	152
511145.b0650	511145.b0646	reaction		t	f	152
511145.b0650	511145.b0646	reaction		t	t	152
511145.b0650	511145.b0649	binding		f	f	185
511145.b0650	511145.b2275	reaction		t	f	185
511145.b0650	511145.b2275	reaction		t	t	185
511145.b0650	511145.b2508	reaction		t	f	187
511145.b0650	511145.b2508	reaction		t	t	187
511145.b0650	511145.b2525	binding		f	f	172
511145.b0650	511145.b2527	catalysis		t	f	171
511145.b0650	511145.b2527	catalysis		t	t	171
511145.b0650	511145.b2527	reaction		f	f	171
511145.b0650	511145.b2527	reaction		t	f	171
511145.b0650	511145.b2527	reaction		t	t	171
511145.b0650	511145.b2549	binding		f	f	185
511145.b0650	511145.b2549	reaction		f	f	185
511145.b0650	511145.b2549	reaction		t	f	185
511145.b0650	511145.b2549	reaction		t	t	185
511145.b0650	511145.b2567	binding		f	f	165
511145.b0650	511145.b2567	catalysis		t	f	165
511145.b0650	511145.b2567	catalysis		t	t	165
511145.b0650	511145.b2567	reaction		f	f	165
511145.b0650	511145.b2567	reaction		t	f	165
511145.b0650	511145.b2567	reaction		t	t	165
511145.b0650	511145.b2584	binding		f	f	185
511145.b0650	511145.b2584	reaction		t	f	191
511145.b0650	511145.b2584	reaction		t	t	191
511145.b0650	511145.b2614	binding		f	f	221
511145.b0650	511145.b2614	catalysis		t	f	171
511145.b0650	511145.b2614	catalysis		t	t	171
511145.b0650	511145.b2614	reaction		f	f	171
511145.b0650	511145.b2614	reaction		t	f	171
511145.b0650	511145.b2614	reaction		t	t	171
511145.b0650	511145.b2851	binding		f	f	185
511145.b0650	511145.b2851	reaction		f	f	185
511145.b0650	511145.b2851	reaction		t	f	185
511145.b0650	511145.b2851	reaction		t	t	185
511145.b0650	511145.b2852	binding		f	f	185
511145.b0650	511145.b2852	reaction		f	f	185
511145.b0650	511145.b2852	reaction		t	f	185
511145.b0650	511145.b2852	reaction		t	t	185
511145.b0650	511145.b3207	binding		f	f	183
511145.b0650	511145.b3207	reaction		t	f	181
511145.b0650	511145.b3207	reaction		t	t	181
511145.b0650	511145.b3295	binding		f	f	163
511145.b0650	511145.b3295	catalysis		t	f	163
511145.b0650	511145.b3295	catalysis		t	t	163
511145.b0650	511145.b3295	reaction		f	f	163
511145.b0650	511145.b3295	reaction		t	f	163
511145.b0650	511145.b3295	reaction		t	t	163
511145.b0650	511145.b3313	binding		f	f	237
511145.b0650	511145.b3340	binding		f	f	161
511145.b0650	511145.b3340	catalysis		t	f	161
511145.b0650	511145.b3340	catalysis		t	t	161
511145.b0650	511145.b3340	reaction		f	f	161
511145.b0650	511145.b3340	reaction		t	f	161
511145.b0650	511145.b3340	reaction		t	t	161
511145.b0650	511145.b3347	binding		f	f	179
511145.b0650	511145.b3347	reaction		f	f	179
511145.b0650	511145.b3347	reaction		t	f	179
511145.b0650	511145.b3347	reaction		t	t	179
511145.b0650	511145.b3363	binding		f	f	165
511145.b0650	511145.b3363	catalysis		t	f	165
511145.b0650	511145.b3363	catalysis		t	t	165
511145.b0650	511145.b3363	reaction		f	f	165
511145.b0650	511145.b3363	reaction		t	f	165
511145.b0650	511145.b3363	reaction		t	t	165
511145.b0650	511145.b3530	binding		f	f	185
511145.b0650	511145.b3530	reaction		f	f	185
511145.b0650	511145.b3530	reaction		t	f	185
511145.b0650	511145.b3530	reaction		t	t	185
511145.b0650	511145.b3630	binding		f	f	183
511145.b0650	511145.b3630	reaction		t	f	181
511145.b0650	511145.b3630	reaction		t	t	181
511145.b0650	511145.b3926	reaction		t	f	171
511145.b0650	511145.b3926	reaction		t	t	171
511145.b0650	511145.b3985	binding		f	f	379
511145.b0650	511145.b3987	binding		f	f	165
511145.b0650	511145.b3987	catalysis		t	f	165
511145.b0650	511145.b3987	catalysis		t	t	165
511145.b0650	511145.b3987	reaction		f	f	165
511145.b0650	511145.b3987	reaction		t	f	165
511145.b0650	511145.b3987	reaction		t	t	165
511145.b0650	511145.b4017	binding		f	f	181
511145.b0650	511145.b4143	binding		f	f	181
511145.b0650	511145.b4153	binding		f	f	161
511145.b0650	511145.b4154	binding		f	f	163
511145.b0650	511145.b4207	binding		f	f	179
511145.b0650	511145.b4207	reaction		f	f	179
511145.b0650	511145.b4207	reaction		t	f	179
511145.b0650	511145.b4207	reaction		t	t	179
511145.b0650	511145.b4481	reaction		t	f	171
511145.b0650	511145.b4481	reaction		t	t	171
511145.b0650	511145.b0947	binding		f	f	172
511145.b0650	511145.b1000	activation	activation	t	f	165
511145.b0650	511145.b1000	binding		f	f	165
511145.b0650	511145.b1000	catalysis		t	f	165
511145.b0650	511145.b1000	catalysis		t	t	165
511145.b0650	511145.b1000	inhibition	inhibition	f	f	165
511145.b0650	511145.b1000	reaction		f	f	165
511145.b0650	511145.b1000	reaction		t	f	165
511145.b0650	511145.b1000	reaction		t	t	165
511145.b0650	511145.b1024	binding		f	f	185
511145.b0650	511145.b1024	reaction		f	f	185
511145.b0650	511145.b1024	reaction		t	f	185
511145.b0650	511145.b1024	reaction		t	t	185
511145.b0650	511145.b1411	binding		f	f	210
511145.b0650	511145.b1411	catalysis		t	f	206
511145.b0650	511145.b1411	catalysis		t	t	206
511145.b0650	511145.b1411	reaction		f	f	210
511145.b0650	511145.b1411	reaction		t	f	210
511145.b0650	511145.b1411	reaction		t	t	210
511145.b0650	511145.b1559	activation	activation	t	f	165
511145.b0650	511145.b1559	binding		f	f	165
511145.b0650	511145.b1559	catalysis		t	f	165
511145.b0650	511145.b1559	catalysis		t	t	165
511145.b0650	511145.b1559	inhibition	inhibition	f	f	165
511145.b0650	511145.b1559	reaction		f	f	165
511145.b0650	511145.b1559	reaction		t	f	165
511145.b0650	511145.b1559	reaction		t	t	165
511145.b0650	511145.b1763	binding		f	f	308
511145.b0650	511145.b2195	binding		f	f	185
511145.b0650	511145.b2195	inhibition	inhibition	t	f	179
511145.b0650	511145.b2195	reaction		f	f	189
511145.b0650	511145.b2195	reaction		t	f	189
511145.b0650	511145.b2195	reaction		t	t	189
511145.b0650	511145.b2275	binding		f	f	185
511145.b0650	511145.b2275	reaction		f	f	185
511145.b0651	511145.b0030	binding		f	f	252
511145.b0652	511145.b2308	binding		f	f	165
511145.b0652	511145.b3270	binding		f	f	254
511145.b0652	511145.b0653	binding		f	f	922
511145.b0652	511145.b0654	binding		f	f	922
511145.b0652	511145.b0655	binding		f	f	909
511145.b0652	511145.b0810	binding		f	f	254
511145.b0652	511145.b0861	binding		f	f	169
511145.b0652	511145.b0862	binding		f	f	167
511145.b0652	511145.b2307	binding		f	f	165
511145.b0652	511145.b1918	binding		f	f	254
511145.b0653	511145.b2677	binding		f	f	360
511145.b0653	511145.b2678	binding		f	f	360
511145.b0653	511145.b2679	binding		f	f	360
511145.b0653	511145.b3020	binding		f	f	360
511145.b0653	511145.b3194	binding		f	f	367
511145.b0653	511145.b3201	binding		f	f	398
511145.b0653	511145.b3269	binding		f	f	544
511145.b0653	511145.b3270	binding		f	f	360
511145.b0653	511145.b3271	binding		f	f	254
511145.b0653	511145.b3450	binding		f	f	360
511145.b0653	511145.b3451	binding		f	f	360
511145.b0653	511145.b3452	binding		f	f	360
511145.b0653	511145.b3476	binding		f	f	372
511145.b0653	511145.b3485	binding		f	f	380
511145.b0653	511145.b3486	binding		f	f	395
511145.b0653	511145.b3544	binding		f	f	372
511145.b0653	511145.b3728	binding		f	f	385
511145.b0653	511145.b3749	binding		f	f	376
511145.b0653	511145.b3750	binding		f	f	360
511145.b0653	511145.b4032	binding		f	f	360
511145.b0653	511145.b4033	binding		f	f	360
511145.b0653	511145.b4034	binding		f	f	360
511145.b0653	511145.b4035	binding		f	f	360
511145.b0653	511145.b4105	binding		f	f	360
511145.b0653	511145.b4261	binding		f	f	360
511145.b0653	511145.b4262	binding		f	f	360
511145.b0653	511145.b0128	binding		f	f	380
511145.b0653	511145.b0151	binding		f	f	360
511145.b0653	511145.b0153	binding		f	f	360
511145.b0653	511145.b0197	binding		f	f	385
511145.b0653	511145.b0198	binding		f	f	360
511145.b0653	511145.b0199	binding		f	f	384
511145.b0653	511145.b0262	binding		f	f	360
511145.b0653	511145.b0365	binding		f	f	363
511145.b0653	511145.b0652	binding		f	f	922
511145.b0653	511145.b0654	binding		f	f	927
511145.b0653	511145.b0655	binding		f	f	929
511145.b0653	511145.b0696	binding		f	f	360
511145.b0653	511145.b0697	binding		f	f	360
511145.b0653	511145.b0698	binding		f	f	360
511145.b0653	511145.b0792	binding		f	f	380
511145.b0653	511145.b0793	binding		f	f	380
511145.b0653	511145.b0809	binding		f	f	254
511145.b0653	511145.b0810	binding		f	f	371
511145.b0653	511145.b0830	binding		f	f	372
511145.b0653	511145.b0855	binding		f	f	360
511145.b0653	511145.b0856	binding		f	f	360
511145.b0653	511145.b0857	binding		f	f	360
511145.b0653	511145.b0861	binding		f	f	360
511145.b0653	511145.b0862	binding		f	f	364
511145.b0653	511145.b0864	binding		f	f	502
511145.b0653	511145.b0886	binding		f	f	376
511145.b0653	511145.b0887	binding		f	f	360
511145.b0653	511145.b0914	binding		f	f	360
511145.b0653	511145.b1124	binding		f	f	360
511145.b0653	511145.b1125	binding		f	f	360
511145.b0653	511145.b1126	binding		f	f	360
511145.b0653	511145.b1243	binding		f	f	360
511145.b0653	511145.b1294	binding		f	f	360
511145.b0653	511145.b1311	binding		f	f	360
511145.b0653	511145.b1319	binding		f	f	360
511145.b0653	511145.b1329	binding		f	f	360
511145.b0653	511145.b1441	binding		f	f	360
511145.b0653	511145.b1487	binding		f	f	372
511145.b0653	511145.b1516	binding		f	f	360
511145.b0653	511145.b1709	binding		f	f	360
511145.b0653	511145.b4513	binding		f	f	360
511145.b0653	511145.b1711	binding		f	f	368
511145.b0653	511145.b1859	binding		f	f	360
511145.b0653	511145.b1917	binding		f	f	254
511145.b0653	511145.b1918	binding		f	f	360
511145.b0653	511145.b2131	binding		f	f	360
511145.b0653	511145.b2177	binding		f	f	360
511145.b0653	511145.b2200	binding		f	f	360
511145.b0653	511145.b2201	binding		f	f	360
511145.b0653	511145.b2307	binding		f	f	360
511145.b0653	511145.b2308	binding		f	f	364
511145.b0653	511145.b2422	binding		f	f	372
511145.b0654	511145.b1311	binding		f	f	360
511145.b0654	511145.b0128	binding		f	f	380
511145.b0654	511145.b0151	binding		f	f	360
511145.b0654	511145.b0153	binding		f	f	360
511145.b0654	511145.b0197	binding		f	f	385
511145.b0654	511145.b0198	binding		f	f	360
511145.b0654	511145.b0199	binding		f	f	384
511145.b0654	511145.b0262	binding		f	f	360
511145.b0654	511145.b0365	binding		f	f	363
511145.b0654	511145.b0367	binding		f	f	181
511145.b0654	511145.b0652	binding		f	f	922
511145.b0654	511145.b0653	binding		f	f	927
511145.b0654	511145.b0655	binding		f	f	929
511145.b0654	511145.b0696	binding		f	f	360
511145.b0654	511145.b0697	binding		f	f	360
511145.b0654	511145.b0698	binding		f	f	360
511145.b0654	511145.b0792	binding		f	f	380
511145.b0654	511145.b0793	binding		f	f	380
511145.b0654	511145.b0809	binding		f	f	254
511145.b0654	511145.b0810	binding		f	f	456
511145.b0654	511145.b0830	binding		f	f	372
511145.b0654	511145.b0855	binding		f	f	360
511145.b0654	511145.b0856	binding		f	f	360
511145.b0654	511145.b0857	binding		f	f	360
511145.b0654	511145.b0861	binding		f	f	360
511145.b0654	511145.b0862	binding		f	f	364
511145.b0654	511145.b0864	binding		f	f	502
511145.b0654	511145.b0886	binding		f	f	376
511145.b0654	511145.b0887	binding		f	f	360
511145.b0654	511145.b0914	binding		f	f	360
511145.b0654	511145.b1124	binding		f	f	360
511145.b0654	511145.b1125	binding		f	f	360
511145.b0654	511145.b1126	binding		f	f	360
511145.b0654	511145.b1243	binding		f	f	360
511145.b0654	511145.b1294	binding		f	f	360
511145.b0654	511145.b1319	binding		f	f	360
511145.b0654	511145.b1329	binding		f	f	360
511145.b0654	511145.b1441	binding		f	f	360
511145.b0654	511145.b1487	binding		f	f	372
511145.b0654	511145.b1516	binding		f	f	360
511145.b0654	511145.b1709	binding		f	f	360
511145.b0654	511145.b1711	binding		f	f	368
511145.b0654	511145.b1859	binding		f	f	360
511145.b0654	511145.b1917	binding		f	f	254
511145.b0654	511145.b1918	binding		f	f	365
511145.b0654	511145.b2131	binding		f	f	360
511145.b0654	511145.b2177	binding		f	f	360
511145.b0654	511145.b2200	binding		f	f	360
511145.b0654	511145.b2201	binding		f	f	360
511145.b0654	511145.b2307	binding		f	f	360
511145.b0654	511145.b2308	binding		f	f	364
511145.b0654	511145.b2422	binding		f	f	372
511145.b0654	511145.b2677	binding		f	f	360
511145.b0654	511145.b2678	binding		f	f	360
511145.b0654	511145.b2679	binding		f	f	360
511145.b0654	511145.b3020	binding		f	f	360
511145.b0654	511145.b3194	binding		f	f	367
511145.b0654	511145.b3201	binding		f	f	398
511145.b0654	511145.b3269	binding		f	f	412
511145.b0654	511145.b3270	binding		f	f	507
511145.b0654	511145.b3271	binding		f	f	254
511145.b0654	511145.b3450	binding		f	f	382
511145.b0654	511145.b3451	binding		f	f	360
511145.b0654	511145.b3452	binding		f	f	360
511145.b0654	511145.b3476	binding		f	f	372
511145.b0654	511145.b3485	binding		f	f	380
511145.b0654	511145.b3486	binding		f	f	395
511145.b0654	511145.b3544	binding		f	f	372
511145.b0654	511145.b3728	binding		f	f	385
511145.b0654	511145.b3749	binding		f	f	376
511145.b0654	511145.b3750	binding		f	f	360
511145.b0654	511145.b4032	binding		f	f	360
511145.b0654	511145.b4033	binding		f	f	364
511145.b0654	511145.b4034	binding		f	f	360
511145.b0654	511145.b4035	binding		f	f	382
511145.b0654	511145.b4105	binding		f	f	360
511145.b0654	511145.b4261	binding		f	f	360
511145.b0654	511145.b4262	binding		f	f	360
511145.b0654	511145.b4513	binding		f	f	360
511145.b0655	511145.b3612	binding		f	f	179
511145.b0655	511145.b3460	binding		f	f	153
511145.b0655	511145.b3269	binding		f	f	273
511145.b0655	511145.b2599	binding		f	f	152
511145.b0655	511145.b2029	binding		f	f	165
511145.b0655	511145.b1489	ptmod		f	f	151
511145.b0655	511145.b1489	binding		f	f	151
511145.b0655	511145.b1489	activation	activation	f	f	151
511145.b0655	511145.b0654	binding		f	f	929
511145.b0655	511145.b0653	binding		f	f	929
511145.b0655	511145.b0652	binding		f	f	909
511145.b0655	511145.b3458	binding		f	f	153
511145.b0655	511145.b3270	binding		f	f	153
511145.b0657	511145.b1854	binding		f	f	183
511145.b0658	511145.b2878	binding		f	f	362
511145.b0659	511145.b3871	binding		f	f	178
511145.b0660	511145.b1269	binding		f	f	363
511145.b0660	511145.b2294	binding		f	f	205
511145.b0660	511145.b2581	binding		f	f	307
511145.b0660	511145.b2585	binding		f	f	327
511145.b0660	511145.b2710	binding		f	f	341
511145.b0660	511145.b2960	binding		f	f	418
511145.b0660	511145.b3162	binding		f	f	305
511145.b0660	511145.b3180	binding		f	f	172
511145.b0660	511145.b3305	binding		f	f	223
511145.b0660	511145.b3813	binding		f	f	286
511145.b0660	511145.b3929	binding		f	f	195
511145.b0660	511145.b4179	binding		f	f	350
511145.b0660	511145.b0180	binding		f	f	448
511145.b0660	511145.b0528	binding		f	f	338
511145.b0660	511145.b0948	binding		f	f	173
511145.b0661	511145.b3251	binding		f	f	435
511145.b0661	511145.b3725	binding		f	f	451
511145.b0661	511145.b0015	binding		f	f	329
511145.b0661	511145.b3980	binding		f	f	181
511145.b0662	511145.b2907	binding		f	f	193
511145.b0674	511145.b3172	binding		f	f	640
511145.b0674	511145.b3212	binding		f	f	879
511145.b0674	511145.b3213	binding		f	f	806
511145.b0674	511145.b3729	binding		f	f	212
511145.b0674	511145.b3744	binding		f	f	850
511145.b0674	511145.b3846	binding		f	f	155
511145.b0674	511145.b3940	binding		f	f	258
511145.b0674	511145.b4024	binding		f	f	258
511145.b0674	511145.b4139	binding		f	f	185
511145.b0674	511145.b4245	binding		f	f	158
511145.b0674	511145.b0002	binding		f	f	258
511145.b0674	511145.b2044	binding		f	f	158
511145.b0674	511145.b2341	binding		f	f	155
511145.b0674	511145.b2780	binding		f	f	173
511145.b0674	511145.b2840	binding		f	f	158
511145.b0674	511145.b2957	binding		f	f	830
511145.b0674	511145.b1014	binding		f	f	311
511145.b0674	511145.b1767	binding		f	f	830
511145.b0674	511145.b2312	binding		f	f	386
511145.b0675	511145.b4143	binding		f	f	365
511145.b0675	511145.b3733	binding		f	f	172
511145.b0675	511145.b2114	binding		f	f	181
511145.b0676	511145.b3416	binding		f	f	335
511145.b0676	511145.b0129	binding		f	f	197
511145.b0676	511145.b0677	expression	inhibition	t	t	169
511145.b0676	511145.b0679	binding		f	f	214
511145.b0676	511145.b0731	binding		f	f	432
511145.b0676	511145.b1175	binding		f	f	335
511145.b0676	511145.b1198	binding		f	f	192
511145.b0676	511145.b1737	expression		t	t	401
511145.b0676	511145.b1817	binding		f	f	546
511145.b0676	511145.b2160	binding		f	f	185
511145.b0676	511145.b2167	binding		f	f	209
511145.b0676	511145.b2169	binding		f	f	187
511145.b0676	511145.b2383	binding		f	f	454
511145.b0676	511145.b2388	binding		f	f	151
511145.b0676	511145.b2465	binding		f	f	153
511145.b0676	511145.b2935	binding		f	f	153
511145.b0676	511145.b3133	binding		f	f	152
511145.b0676	511145.b3138	binding		f	f	152
511145.b0676	511145.b3565	binding		f	f	181
511145.b0676	511145.b3722	binding		f	f	214
511145.b0676	511145.b3897	binding		f	f	185
511145.b0676	511145.b3899	binding		f	f	209
511145.b0676	511145.b3947	binding		f	f	454
511145.b0676	511145.b4025	binding		f	f	185
511145.b0676	511145.b4312	activation	activation	t	t	451
511145.b0676	511145.b4312	expression	inhibition	t	t	451
511145.b0676	511145.b4312	expression		t	t	451
511145.b0677	511145.b3141	binding		f	f	205
511145.b0677	511145.b3718	binding		f	f	205
511145.b0677	511145.b3729	binding		f	f	157
511145.b0677	511145.b3140	binding		f	f	153
511145.b0677	511145.b3139	binding		f	f	158
511145.b0677	511145.b3138	binding		f	f	153
511145.b0677	511145.b3136	binding		f	f	158
511145.b0677	511145.b3133	binding		f	f	181
511145.b0677	511145.b3131	binding		f	f	158
511145.b0677	511145.b1817	binding		f	f	193
511145.b0677	511145.b0678	binding		f	f	275
511145.b0677	511145.b0676	expression	inhibition	t	f	169
511145.b0678	511145.b4328	binding		f	f	205
511145.b0678	511145.b0677	binding		f	f	275
511145.b0678	511145.b1613	binding		f	f	151
511145.b0678	511145.b1852	binding		f	f	171
511145.b0678	511145.b2029	binding		f	f	152
511145.b0678	511145.b2914	binding		f	f	152
511145.b0678	511145.b3136	binding		f	f	155
511145.b0678	511145.b3729	binding		f	f	831
511145.b0678	511145.b4006	binding		f	f	175
511145.b0678	511145.b4025	binding		f	f	152
511145.b0679	511145.b3953	activation	activation	f	f	201
511145.b0679	511145.b3953	binding		f	f	343
511145.b0679	511145.b3953	ptmod		f	f	201
511145.b0679	511145.b4025	binding		f	f	552
511145.b0679	511145.b4084	binding		f	f	207
511145.b0679	511145.b4119	binding		f	f	362
511145.b0679	511145.b4195	binding		f	f	206
511145.b0679	511145.b4240	binding		f	f	432
511145.b0679	511145.b4302	binding		f	f	206
511145.b0679	511145.b4477	binding		f	f	152
511145.b0679	511145.b4381	binding		f	f	205
511145.b0679	511145.b0129	binding		f	f	196
511145.b0679	511145.b0312	binding		f	f	181
511145.b0679	511145.b0394	binding		f	f	207
511145.b0679	511145.b0477	binding		f	f	181
511145.b0679	511145.b0676	binding		f	f	214
511145.b0679	511145.b0731	activation	activation	f	f	606
511145.b0679	511145.b0731	binding		f	f	606
511145.b0679	511145.b0731	ptmod		f	f	606
511145.b0679	511145.b1101	binding		f	f	432
511145.b0679	511145.b1119	binding		f	f	207
511145.b0679	511145.b1198	activation	activation	f	f	582
511145.b0679	511145.b1198	binding		f	f	582
511145.b0679	511145.b1198	ptmod		f	f	582
511145.b0679	511145.b1241	binding		f	f	181
511145.b0679	511145.b1300	binding		f	f	181
511145.b0679	511145.b1385	binding		f	f	181
511145.b0679	511145.b1387	binding		f	f	181
511145.b0679	511145.b1415	binding		f	f	181
511145.b0679	511145.b1444	binding		f	f	181
511145.b0679	511145.b1525	binding		f	f	181
511145.b0679	511145.b1594	binding		f	f	207
511145.b0679	511145.b1621	binding		f	f	432
511145.b0679	511145.b1702	activation	activation	f	f	211
511145.b0679	511145.b1702	binding		f	f	404
511145.b0679	511145.b1702	ptmod		f	f	211
511145.b0679	511145.b1734	binding		f	f	362
511145.b0679	511145.b1736	binding		f	f	432
511145.b0679	511145.b1737	binding		f	f	553
511145.b0679	511145.b1738	binding		f	f	201
511145.b0679	511145.b1746	binding		f	f	181
511145.b0679	511145.b1772	binding		f	f	181
511145.b0679	511145.b1773	binding		f	f	213
511145.b0679	511145.b1817	binding		f	f	196
511145.b0679	511145.b1850	binding		f	f	152
511145.b0679	511145.b2048	binding		f	f	428
511145.b0679	511145.b2094	binding		f	f	206
511145.b0679	511145.b2096	binding		f	f	213
511145.b0679	511145.b2100	binding		f	f	181
511145.b0679	511145.b2160	binding		f	f	181
511145.b0679	511145.b2166	binding		f	f	181
511145.b0679	511145.b2167	activation	activation	f	f	596
511145.b0679	511145.b2167	binding		f	f	596
511145.b0679	511145.b2167	ptmod		f	f	596
511145.b0679	511145.b2169	activation	activation	f	f	586
511145.b0679	511145.b2169	binding		f	f	586
511145.b0679	511145.b2169	ptmod		f	f	586
511145.b0679	511145.b2383	activation	activation	f	f	606
511145.b0679	511145.b2383	binding		f	f	606
511145.b0679	511145.b2383	ptmod		f	f	606
511145.b0679	511145.b2386	activation	activation	f	f	205
511145.b0679	511145.b2386	binding		f	f	208
511145.b0679	511145.b2386	ptmod		f	f	205
511145.b0679	511145.b2387	activation	activation	f	f	201
511145.b0679	511145.b2387	binding		f	f	343
511145.b0679	511145.b2387	ptmod		f	f	201
511145.b0679	511145.b2415	activation	activation	f	f	858
511145.b0679	511145.b2415	binding		f	f	191
511145.b0679	511145.b2415	catalysis		t	t	900
511145.b0679	511145.b2415	ptmod		f	f	858
511145.b0679	511145.b2416	activation	activation	f	f	211
511145.b0679	511145.b2416	binding		f	f	404
511145.b0679	511145.b2416	ptmod		f	f	211
511145.b0679	511145.b2417	binding		f	f	317
511145.b0679	511145.b2429	binding		f	f	432
511145.b0679	511145.b2455	binding		f	f	181
511145.b0679	511145.b2465	binding		f	f	430
511145.b0679	511145.b2550	binding		f	f	207
511145.b0679	511145.b2661	binding		f	f	181
511145.b0679	511145.b2715	binding		f	f	432
511145.b0679	511145.b2716	binding		f	f	353
511145.b0679	511145.b2901	binding		f	f	353
511145.b0679	511145.b2925	binding		f	f	213
511145.b0679	511145.b2934	binding		f	f	206
511145.b0679	511145.b2935	binding		f	f	430
511145.b0679	511145.b3137	binding		f	f	213
511145.b0679	511145.b3176	binding		f	f	428
511145.b0679	511145.b3204	binding		f	f	206
511145.b0679	511145.b3206	activation	activation	f	f	321
511145.b0679	511145.b3206	binding		f	f	191
511145.b0679	511145.b3206	ptmod		f	f	321
511145.b0679	511145.b3222	binding		f	f	207
511145.b0679	511145.b3374	binding		f	f	181
511145.b0679	511145.b3526	binding		f	f	181
511145.b0679	511145.b3588	binding		f	f	181
511145.b0679	511145.b3599	activation	activation	f	f	161
511145.b0679	511145.b3599	binding		f	f	183
511145.b0679	511145.b3599	ptmod		f	f	161
511145.b0679	511145.b3721	binding		f	f	353
511145.b0679	511145.b3722	binding		f	f	582
511145.b0679	511145.b3752	binding		f	f	181
511145.b0679	511145.b3883	binding		f	f	181
511145.b0679	511145.b3897	binding		f	f	583
511145.b0679	511145.b3899	activation	activation	f	f	582
511145.b0679	511145.b3899	binding		f	f	582
511145.b0679	511145.b3899	ptmod		f	f	582
511145.b0679	511145.b3900	binding		f	f	206
511145.b0679	511145.b3919	binding		f	f	173
